table_schema,table_name,column_name,description
dev_hotel_sales,nihrm__Package__c,nihrm__Location__c,
dev_hotel_sales,nihrm__VolumeContractPeriod__c,nihrm__Location__c,
dev_hotel_sales,nihrm__GuestroomType__c,nihrm__Location__c,
dev_hotel_sales,nihrm__FunctionRoomGroup__c,nihrm__Location__c,
dev_hotel_sales,nihrm__FunctionRoomGroupComponent__c,nihrm__Location__c,
dev_hotel_sales,nihrm__EventClassification__c,nihrm__Location__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__Location__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__Location__c,
dev_hotel_sales,nihrm__OtherIncome__c,nihrm__Location__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__Location__c,
dev_hotel_sales,nihrm__Transaction__c,nihrm__Location__c,
dev_hotel_sales,nihrm__VolumeContractPickup__c,nihrm__Location__c,
dev_hotel_sales,nihrm__PackageEvent__c,nihrm__Location__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__Location__c,
dev_hotel_sales,nihrm__ChannelLocation__c,nihrm__Location__c,
dev_hotel_sales,nihrm__RateCode__c,nihrm__Location__c,
dev_hotel_sales,nihrm__SalesGoal__c,nihrm__Location__c,
dev_hotel_sales,nihrm__Item__c,nihrm__Location__c,
dev_hotel_sales,nihrm__EventPackageRevenueBreakdown__c,nihrm__Location__c,
dev_hotel_sales,nihrm__RevenueClassificationJunction__c,nihrm__Location__c,
dev_hotel_sales,nihrm__EventItemRevenueBreakdown__c,nihrm__Location__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__Location__c,
dev_hotel_sales,nihrm__BookingInquiry__c,nihrm__Location__c,
dev_hotel_sales,nihrm__BookingPackage__c,nihrm__Location__c,
dev_hotel_sales,nihrm__SetupValue__c,nihrm__Location__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__Location__c,
dev_hotel_sales,nihrm__EventClassificationItem__c,nihrm__Location__c,
dev_hotel_sales,nihrm__PmsRoomBlock__c,nihrm__Location__c,
dev_hotel_sales,nihrm__Site__c,nihrm__LogoUrl__c,
dev_hotel_sales,nihrm__Location__c,nihrm__Logo__c,
dev_hotel_sales,nihrm__Location__c,nihrm__LongDescription__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__LostBusinessReason__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__LostBusiness__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__LostComments__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__LostComments__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__LostComments__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__LostToCity__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__LostToCity__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__LostToCompetitorName__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__LostToCompetitorName__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__LostToCompetitorName__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__LostToCompetitor__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__LostToCompetitor__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__LostToCompetitor__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__LostToHotel__c,
dev_hotel_sales,nihrm__Location__c,nihrm__Lunch24hrs__c,
dev_hotel_sales,nihrm__Location__c,nihrm__ManagementAffliation__c,
dev_hotel_sales,nihrm__RevenueClassification__c,nihrm__MapsToCorporate__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__MarketSegmentName__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__MarketSegmentName__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__MarketSegment__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__MarketSegment__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__MarketSegment__c,
dev_hotel_sales,nihrm__Location__c,nihrm__MasterId__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__MasterReservation__c,
dev_hotel_sales,nihrm__SetupValue__c,nihrm__MasterSourceIndexed__c,
dev_hotel_sales,nihrm__RevenueClassification__c,nihrm__MasterSource__c,
dev_hotel_sales,nihrm__EventClassification__c,nihrm__MasterSource__c,
dev_hotel_sales,nihrm__Item__c,nihrm__MasterSource__c,
dev_hotel_sales,nihrm__SetupValue__c,nihrm__MasterSource__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__MaterializationPercentage__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__MaxAttendance__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MaxCheckOutDate__c,
dev_hotel_sales,nihrm__SiteRateCode__c,nihrm__MaxEndDate__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MaxEndDate__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MaxEventBookingLength__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MaxGuestroomBookingLength__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MaxNumberOfAttendees__c,
dev_hotel_sales,nihrm__SiteRateCode__c,nihrm__MaxNumberOfRooms__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MaxNumberOfRooms__c,
dev_hotel_sales,nihrm__GuestroomType__c,nihrm__MaxOccupants__c,
dev_hotel_sales,nihrm__Channel__c,nihrm__MbChannelUsername__c,
dev_hotel_sales,nihrm__Location__c,nihrm__MbGuestroomType1__c,
dev_hotel_sales,nihrm__Location__c,nihrm__MbGuestroomType2__c,
dev_hotel_sales,nihrm__Location__c,nihrm__MbGuestroomType3__c,
dev_hotel_sales,nihrm__Location__c,nihrm__MbGuestroomType4__c,
dev_hotel_sales,nihrm__ChannelLocation__c,nihrm__MbLocationId__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__MbReferenceNumber__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__MbReferenceNumber__c,
dev_hotel_sales,nihrm__BookingInquiry__c,nihrm__MbReferenceNumber__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__MbRfpId__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__MbRfpId__c,
dev_hotel_sales,nihrm__Channel__c,nihrm__MbServiceUrl__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__MealPlanRatePerPerson__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__MealPlanType__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__MeetingClassName__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__MeetingClass__c,
dev_hotel_sales,nihrm__SiteRateCode__c,nihrm__MeetingSpaceIncluded__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__MembershipLevel__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__MembershipNumber__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__MembershipProgramCode__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__MenuItem__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__Menu__c,
dev_hotel_sales,nihrm__CustomMapping__c,nihrm__MessageType__c,
dev_hotel_sales,nihrm__Location__c,nihrm__MetroArea__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MinCheckInDate__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MinNumberOfAttendees__c,
dev_hotel_sales,nihrm__SiteRateCode__c,nihrm__MinNumberOfRooms__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MinNumberOfRooms__c,
dev_hotel_sales,nihrm__SiteRateCode__c,nihrm__MinStartDate__c,
dev_hotel_sales,nihrm__Site__c,nihrm__MinStartDate__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__MobilePhone__c,
dev_hotel_sales,nihrm__Location__c,nihrm__Morning24hrs__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__NIHRMMigrations_Booking__c,
dev_hotel_sales,nihrm__VolumeContractGuestroomType__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__ChannelPackage__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingTax__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__PackageItem__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__FunctionRoomAlternatePrice__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__ChannelLocationItem__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__RevenueClassification__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Package__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__VolumeContractPeriod__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__GuestroomType__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__FunctionRoomGroup__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__FunctionRoomGroupComponent__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventClassification__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__PmsRoomNight__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__ReservationNight__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Channel__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingContact__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__OtherIncome__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Transaction__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventItemAlternatePrice__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__VolumeContractPickup__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__PackageEvent__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__ChannelLocation__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventPackageItem__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__RoomBlockRevenue__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Site__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Location__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__RateCode__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__SalesGoal__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__VolumeContractContact__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Item__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventPackageRevenueBreakdown__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__RevenueClassificationJunction__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__RoomblockPackage__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventItemRevenueBreakdown__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingPostedRevenue__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__ReservationOtherIncomeDay__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingRoomNight__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingInquiry__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventFunctionroomDate__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingPackage__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__SetupValue__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EIRevBreakdownAlternatePrice__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__EventClassificationItem__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__SiteFunctionRoomSetup__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__PmsRoomBlock__c,nihrm__NIHRMMigrations_ExternalID__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalAdditionalSalesM__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalCateringManager__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalOtherManager__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalOtherSource1__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalOtherSource2__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalOtherSource3__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalOtherSource4__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__NIHRMMigrations_OriginalOwner__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalOwner__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__NIHRMMigrations_OriginalOwner__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NIHRMMigrations_OriginalQuantity__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalServiceAssistant__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__NIHRMMigrations_OriginalServiceManager__c,
dev_hotel_sales,nihrm__Location__c,nihrm__NearestAirportCode__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__Nights__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__Notes__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue10__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue10__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue11__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue11__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue12__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue12__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue13__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue13__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue14__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue14__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue15__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue15__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue1__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue1__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue2__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue2__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue3__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue3__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue4__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue4__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue5__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue5__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue6__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue6__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue7__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue7__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue8__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue8__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberActualRevenue9__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberActualRevenue9__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberActualRevenueTotal__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberAgreedRevenueTotal__c,
dev_hotel_sales,nihrm__BookingRoomNight__c,nihrm__NumberAgreedRevenue__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberBlockedRevenueTotal__c,
dev_hotel_sales,nihrm__BookingRoomNight__c,nihrm__NumberBlockedRevenue__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue10__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue10__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue11__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue11__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue12__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue12__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue13__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue13__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue14__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue14__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue15__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue15__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue1__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue1__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue2__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue2__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue3__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue3__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue4__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue4__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue5__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue5__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue6__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue6__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue7__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue7__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue8__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue8__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberBookedRevenue9__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__NumberBookedRevenue9__c,
dev_hotel_sales,nihrm__Transaction__c,nihrm__NumberChargeAmount__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue10__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue11__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue12__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue13__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue14__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue15__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue1__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue2__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue3__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue4__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue5__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue6__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue7__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue8__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__NumberCurrentBlendedRevenue9__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberCurrentBlendedRevenueTotal__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberForecastRevenueTotal__c,
dev_hotel_sales,nihrm__BookingRoomNight__c,nihrm__NumberForecastRevenue__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberIsPickupComplete__c,
dev_hotel_sales,nihrm__GuestroomType__c,nihrm__NumberOfBeds__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberOfDays__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__NumberOfEmployees__c,
dev_hotel_sales,nihrm__ReservationNight__c,nihrm__NumberOfRooms__c,
dev_hotel_sales,nihrm__Reservation__c,nihrm__NumberOfRooms__c,
dev_hotel_sales,nihrm__Transaction__c,nihrm__NumberPaymentAmount__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPickupRevenueTotal__c,
dev_hotel_sales,nihrm__BookingRoomNight__c,nihrm__NumberPickupRevenue__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue10__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue11__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue12__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue13__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue14__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue15__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue1__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue2__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue3__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue4__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue5__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue6__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue7__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue8__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__NumberPostedRevenue9__c,
dev_hotel_sales,nihrm__CustomMapping__c,nihrm__ObjectFieldName__c,
dev_hotel_sales,nihrm__PicklistMapping__c,nihrm__ObjectName__c,
dev_hotel_sales,nihrm__CustomMapping__c,nihrm__ObjectName__c,
dev_hotel_sales,nihrm__Location__c,nihrm__OnlineBookingDefaultAccount__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OnsiteContact__c,
dev_hotel_sales,nihrm__OtherIncome__c,nihrm__OtherIncomeCategoryId__c,
dev_hotel_sales,nihrm__OtherIncome__c,nihrm__OtherIncomeCategory__c,
dev_hotel_sales,nihrm__ReservationOtherIncomeDay__c,nihrm__OtherIncomeCodePatternDate__c,
dev_hotel_sales,nihrm__ReservationOtherIncomeDay__c,nihrm__OtherIncomeCode__c,
dev_hotel_sales,nihrm__BookingOtherIncome__c,nihrm__OtherIncome__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OtherManager__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OtherSource1__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OtherSource2__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OtherSource3__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OtherSource4__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__Other__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__Other__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__Other__c,
dev_hotel_sales,nihrm__Location__c,nihrm__OwnershipAffiliation__c,
dev_hotel_sales,nihrm__VolumeContract__c,nihrm__OwningUser__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__OwningUser__c,
dev_hotel_sales,nihrm__Inquiry__c,nihrm__OwningUser__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__OwningUser__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__PMSBlockType__c,
dev_hotel_sales,nihrm__VolumeContractPeriod__c,nihrm__PMSGroupId__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__PMSGroupId__c,
dev_hotel_sales,nihrm__ReservationOtherIncomeDay__c,nihrm__PMSGroupId__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__PMSGroupId__c,
dev_hotel_sales,nihrm__Booking__c,nihrm__PMSIdIndexed__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__PMSIdIndexed__c,
dev_hotel_sales,nihrm__Package__c,nihrm__PackageCategory__c,
dev_hotel_sales,nihrm__BookingRoomBlock__c,nihrm__PackageCode__c,
dev_hotel_sales,nihrm__EventItem__c,nihrm__PackageCovers__c,
dev_hotel_sales,nihrm__EventPackageItem__c,nihrm__PackageCovers__c,
dev_hotel_sales,nihrm__EventPackageItem__c,nihrm__PackageEventBookedPackageCovers__c,
dev_hotel_sales,nihrm__Package__c,nihrm__PackageEventOtherIncomePriceTotal__c,
dev_hotel_sales,nihrm__EventPackageItem__c,nihrm__PackageEventPackageCovers__c,
dev_hotel_sales,nihrm__Package__c,nihrm__PackageEventPrice10__c,
dev_hotel_sales,nihrm__PackageEvent__c,nihrm__PackageEventPrice10__c,
dev_hotel_sales,nihrm__Package__c,nihrm__PackageEventPrice11__c,
dev_hotel_sales,nihrm__PackageEvent__c,nihrm__PackageEventPrice11__c,
dev_hotel_sales,nihrm__Package__c,nihrm__PackageEventPrice12__c,
